iter	Logloss
459	0.3309437477
460	0.3307884872
461	0.3302731414
462	0.3300737724
463	0.3299342784
464	0.3297321868
465	0.3293890281
466	0.3290875833
467	0.3288601974
468	0.3286588764
469	0.3284875128
470	0.3282837112
471	0.3281520091
472	0.3279784265
473	0.3277443523
474	0.3272025625
475	0.3269446659
476	0.3267903968
477	0.3266211836
478	0.3264128512
479	0.3261511259
480	0.325972289
481	0.3255580047
482	0.3253843926
483	0.3251214486
484	0.3249654741
485	0.3247124354
486	0.3243968865
487	0.3241709211
488	0.324028654
489	0.3237545172
490	0.3235912892
491	0.3234395522
492	0.3232123445
493	0.3229964107
494	0.3227382881
495	0.3224514455
496	0.3222580901
497	0.3221620553
498	0.3219910488
499	0.3217985908
500	0.3216163605
501	0.321435991
502	0.3212141512
503	0.3210249721
504	0.3208566203
505	0.3207222505
506	0.3204849192
507	0.3203390864
508	0.3200674942
509	0.3197692344
510	0.319542377
511	0.3191565078
512	0.3188350445
513	0.3185293024
514	0.318103669
515	0.3179842102
516	0.3178038698
517	0.3175582011
518	0.317380632
519	0.3166943937
520	0.3162989709
521	0.3161085823
522	0.3159230388
523	0.3156878674
524	0.3154871966
525	0.3152056015
526	0.3145346889
527	0.3143303277
528	0.3140481051
529	0.3137414981
530	0.3135146071
531	0.3132083921
532	0.3128164777
533	0.3126680232
534	0.3125244135
535	0.31222566
536	0.311953269
537	0.3118986126
538	0.3115698234
539	0.3113869485
540	0.3109682554
541	0.3108096934
542	0.3106909176
543	0.3104784455
544	0.310146725
545	0.3099439908
546	0.3097473241
547	0.3094663727
548	0.3092227284
549	0.3090831777
550	0.3088162768
551	0.3085718255
552	0.3083933805
553	0.3081747515
554	0.3080378887
555	0.3076583831
556	0.3073039863
557	0.3067885076
558	0.3066019365
559	0.3062976619
560	0.3061201996
561	0.3054626794
562	0.3051884285
563	0.3046891239
564	0.3043115474
565	0.303886003
566	0.303617225
567	0.3031987717
568	0.3029895173
569	0.302758587
570	0.3025597301
571	0.3023260459
572	0.3021413365
573	0.3018896151
574	0.301673307
575	0.3013313116
576	0.3011836059
577	0.3009653055
578	0.3008100423
579	0.3005501099
580	0.3003687722
581	0.3002538239
582	0.3001458671
583	0.3000306363
584	0.2999132594
585	0.2997361392
586	0.2995492426
587	0.2991358727
588	0.2989616984
589	0.2988177167
590	0.2987137523
591	0.2984533795
592	0.2982252903
593	0.2979607898
594	0.2977234032
595	0.2975722105
596	0.2974496199
597	0.2973165231
598	0.2971754571
599	0.2969507201
600	0.2967237593
601	0.2965021651
602	0.2963301636
603	0.2960857532
604	0.2959244478
605	0.2958189302
606	0.2955808323
607	0.2953602984
608	0.2950399155
609	0.294725338
610	0.2944451332
611	0.2942166165
612	0.2941001876
613	0.2939210831
614	0.2937785822
615	0.2935585933
616	0.2933402529
617	0.2929521697
618	0.2928089833
619	0.2927019296
620	0.2925066877
621	0.2923635697
622	0.2920966181
623	0.2919051229
624	0.2917108429
625	0.291620258
626	0.2914776526
627	0.2912570233
628	0.2911300347
629	0.2909253696
630	0.2908165705
631	0.2904026003
632	0.2902017581
633	0.2899192506
634	0.289633566
635	0.2894449483
636	0.289236512
637	0.2890650749
638	0.2889551856
639	0.28869017
640	0.2885569898
641	0.2883789813
642	0.2882030671
643	0.2880967857
644	0.2879753286
645	0.2877924071
646	0.2876303317
647	0.2875038873
648	0.2873921249
649	0.2872523849
650	0.2868859761
651	0.2867135741
652	0.2865329271
653	0.2864048786
654	0.2863119591
655	0.2862537817
656	0.2861375331
657	0.2860629209
658	0.2858444789
659	0.285602454
660	0.2855086973
661	0.2853512137
662	0.2852889297
663	0.2850698593
664	0.2849154686
665	0.2847957991
666	0.2845766029
667	0.2843940306
668	0.2841787324
669	0.2839677181
670	0.283868827
671	0.283669474
672	0.2835138944
673	0.2833125236
674	0.2830363623
675	0.282832356
676	0.2827401365
677	0.2825070289
678	0.2823250325
679	0.2822050555
680	0.2820630959
681	0.2818274224
682	0.281718618
683	0.2816030949
684	0.2815004279
685	0.2813429025
686	0.2812006547
687	0.2809128612
688	0.2807197229
689	0.2805457428
690	0.2803830606
691	0.2801701004
692	0.2800676265
693	0.2799200637
694	0.2797616551
695	0.2795645222
696	0.2794456657
697	0.2792586407
698	0.2790952407
699	0.278960771
700	0.27877105
701	0.2786241129
702	0.2784482746
703	0.2782358497
704	0.2780740432
705	0.2779488516
706	0.2777615272
707	0.277631301
708	0.2775095325
709	0.2774113451
710	0.2771127091
711	0.2770541311
712	0.2768911705
713	0.2767890581
714	0.2767328237
715	0.2762766877
716	0.2761013286
717	0.2758889029
718	0.2757038978
719	0.2755445591
720	0.2753865626
721	0.2753249776
722	0.2751747357
723	0.2749012223
724	0.2747347022
725	0.2746466241
726	0.2745177026
727	0.2743360638
728	0.2741789927
729	0.274078642
730	0.2739862652
731	0.2738627844
732	0.2737350763
733	0.2736461566
734	0.2735091716
735	0.2733292404
736	0.2732568414
737	0.2731765928
738	0.2730260506
739	0.2728797886
740	0.2727851947
741	0.2726822329
742	0.272329208
743	0.2722324308
744	0.2721526728
745	0.271863365
746	0.2717070677
747	0.2715729128
748	0.2714351484
749	0.2713535914
750	0.2712193008
751	0.2710811809
752	0.2709075476
753	0.2707223714
754	0.2706229092
755	0.2704548868
756	0.2703358526
757	0.2701668333
758	0.2699125307
759	0.2697960733
760	0.2696618132
761	0.2693206577
762	0.2691509934
763	0.2690158268
764	0.2689095563
765	0.2687616067
766	0.2686543442
767	0.2685524675
768	0.2683751179
769	0.2681793552
770	0.2680977037
771	0.2680008407
772	0.2677514499
773	0.2675878895
774	0.2674190862
775	0.26730379
776	0.2671733005
777	0.2670048701
778	0.2668007229
779	0.2665955374
780	0.2665270696
781	0.2664347209
782	0.2662555641
783	0.2661589377
784	0.2660145893
785	0.2658969451
786	0.2656808306
787	0.2655616362
788	0.2653998666
789	0.2652742091
790	0.2651026031
791	0.2650606767
792	0.2649558035
793	0.2648060969
794	0.2647177227
795	0.2646323666
796	0.2644972911
797	0.2644375441
798	0.264336178
799	0.2641412226
800	0.2639204544
801	0.2638178159
802	0.2636655984
803	0.2635238358
804	0.2634153852
805	0.2633246591
806	0.263160911
807	0.2630131327
808	0.262930568
809	0.2628038012
810	0.2625722156
811	0.2624546412
812	0.2623942444
813	0.2622263711
814	0.2621182533
815	0.2620428109
816	0.2618847832
817	0.2617337975
818	0.2615713477
819	0.2613993513
820	0.2612518653
821	0.2610767996
822	0.2610260384
823	0.2608848945
824	0.2607884217
825	0.2606424011
826	0.260576558
827	0.2604295489
828	0.2603224891
829	0.2601849393
830	0.2600352309
831	0.2599135526
832	0.2598173143
833	0.2596390044
834	0.2594782208
835	0.259450897
836	0.2593184595
837	0.2590979514
838	0.2589986054
839	0.2588597418
840	0.258785254
841	0.2587284844
842	0.2585933508
843	0.2584577873
844	0.2582666941
845	0.2580421506
846	0.2578432022
847	0.2576108465
848	0.2574684385
849	0.2573338147
850	0.2572457912
851	0.2570690807
852	0.2568935006
853	0.2567225588
854	0.2565676793
855	0.2564160992
856	0.2563497177
857	0.2561961742
858	0.256047082
859	0.2559394803
860	0.2557336314
861	0.2556480395
862	0.2555568609
863	0.255492262
864	0.2553628827
865	0.2551780267
866	0.2550389398
867	0.2549193431
868	0.254816499
869	0.2547010794
870	0.254576512
871	0.2544109508
872	0.2543482276
873	0.2542213803
874	0.254102853
875	0.2539847613
876	0.2538789463
877	0.25381589
878	0.2537388273
879	0.2536462667
880	0.2535257071
881	0.2534002161
882	0.2532177061
883	0.253116165
884	0.2530558743
885	0.2529808605
886	0.2527170885
887	0.2525615843
888	0.2524539105
889	0.2523375872
890	0.2523127383
891	0.2522158172
892	0.2521143503
893	0.2519570048
894	0.2518401183
895	0.2517436848
896	0.2515886819
897	0.2514752396
898	0.2514153383
899	0.2512406272
900	0.2511353308
901	0.2510218757
902	0.2509276851
903	0.2507566841
904	0.2505737704
905	0.2504977805
906	0.2503869514
907	0.2503341448
908	0.2502840396
909	0.2502038353
910	0.2500257705
911	0.2498896258
912	0.2497601029
913	0.2497024091
914	0.2495227665
915	0.249447672
916	0.2493256432
917	0.249231202
918	0.2491216743
919	0.2489455388
920	0.2487243249
921	0.2486494494
922	0.2485037478
923	0.2483149414
924	0.2482149027
925	0.2480747907
926	0.2479858096
927	0.2478868111
928	0.2477735711
929	0.2476321557
930	0.2475865223
931	0.2475243336
932	0.247389738
933	0.2473002228
934	0.2471483674
935	0.2470667178
936	0.246953295
937	0.2468942581
938	0.2467942214
939	0.2466717169
940	0.2465376367
941	0.2464352804
942	0.2463175257
943	0.2462154527
944	0.246067602
945	0.2459568313
946	0.2457815536
947	0.2456590455
948	0.2454741473
949	0.2453394213
950	0.2452721276
951	0.2451960629
952	0.2450779898
953	0.2449356921
954	0.2448151832
955	0.2447146369
956	0.2445545027
957	0.2444040826
958	0.2443017832
959	0.2442231324
960	0.2440991268
961	0.244006712
962	0.2438769948
963	0.2438131894
964	0.2437300418
965	0.2436108441
966	0.2435248595
967	0.2434520762
968	0.2433513774
969	0.2431967787
970	0.243172087
971	0.2430027293
972	0.2429438923
973	0.242783021
974	0.2427031155
975	0.2425488991
976	0.2424405795
977	0.2423117458
978	0.2422138961
979	0.2420613809
980	0.2419328973
981	0.2417144795
982	0.2415630098
983	0.2414187154
984	0.2413082751
985	0.2411734269
986	0.2410162945
987	0.240915445
988	0.2408477846
989	0.2407803219
990	0.2406518898
991	0.2405301902
992	0.2404139781
993	0.2403641078
994	0.2402366461
995	0.2400887695
996	0.239982876
997	0.2398968308
998	0.2398396778
999	0.239698627
